job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,posting_date,application_deadline,company_name,industry,benefits_score
Data Analyst,70705,Mid-Level,Part-Time,SOUTH KOREA,Medium,on-site,"data visualization, hadoop, tableau, mathematics, linux",PhD,4,21-01-2025,04-03-2025,DataVision Ltd,Healthcare,5.6
Ai Software Engineer,136064,Executive-Level,Part-Time,ISRAEL,Medium,Fully remote,"sql, python, tableau",Master,13,26-12-2024,14-01-2025,DataVision Ltd,Energy,9.4
Machine Learning Researcher,114102,Senior-Level,Contract,UNITED KINGDOM,Small,Hybrid,"gcp, aws, nlp",Bachelor,9,20-02-2025,15-03-2025,Neural Networks Co,Manufacturing,9.1
Ml Ops Engineer,48875,Senior-Level,Contract,CHINA,Small,on-site,"spark, pytorch, java, nlp",Associate,7,15-05-2024,07-06-2024,Neural Networks Co,Education,10
Ml Ops Engineer,66920,Entry-Level,Contract,DENMARK,Medium,on-site,"deep learning, linux, computer vision",Bachelor,1,18-02-2025,04-04-2025,AI Innovations,Gaming,7
Deep Learning Engineer,60046,Entry-Level,Full-Time,UNITED STATES,Small,on-site,"git, scala, nlp, sql, azure",Bachelor,1,27-04-2025,06-06-2025,Machine Intelligence Group,Transportation,7.9
Machine Learning Engineer,65824,Mid-Level,Freelance,FRANCE,Small,on-site,"azure, gcp, mathematics, scala, tensorflow",Associate,4,31-03-2024,26-05-2024,Predictive Systems,Government,9.4
Computer Vision Engineer,92205,Mid-Level,Freelance,FINLAND,Medium,on-site,"git, spark, deep learning, aws",Bachelor,4,18-06-2024,03-08-2024,DataVision Ltd,Transportation,5.8
Principal Data Scientist,69016,Mid-Level,Freelance,GERMANY,Small,Hybrid,"spark, linux, kubernetes, mathematics",Associate,2,20-03-2024,26-04-2024,Machine Intelligence Group,Finance,6
Ai Consultant,71384,Entry-Level,Freelance,IRELAND,Medium,Fully remote,"python, java, deep learning",PhD,0,12-01-2024,27-02-2024,DataVision Ltd,Finance,7.8
Data Scientist,63659,Entry-Level,Part-Time,GERMANY,Small,Fully remote,"gcp, sql, tableau, mlops",Associate,0,29-11-2024,18-01-2025,DeepTech Ventures,Technology,9.9
Ai Research Scientist,117611,Senior-Level,Freelance,UNITED KINGDOM,Medium,on-site,"pytorch, tableau, hadoop, tensorflow, statistics",Associate,7,05-01-2025,24-01-2025,Digital Transformation LLC,Media,6.6
Deep Learning Engineer,48074,Entry-Level,Freelance,SWEDEN,Small,on-site,"pytorch, python, spark, azure, sql",Bachelor,0,26-12-2024,23-01-2025,Future Systems,Government,7.4
Principal Data Scientist,122232,Senior-Level,Contract,GERMANY,Small,on-site,"r, java, gcp, python, hadoop",Associate,8,27-02-2025,13-03-2025,Digital Transformation LLC,Automotive,5
Head Of Ai,197539,Executive-Level,Freelance,FRANCE,Large,on-site,"kubernetes, pytorch, docker, tensorflow, python",Master,13,01-01-2025,26-02-2025,Cloud AI Solutions,Consulting,7
Ai Specialist,255683,Executive-Level,Part-Time,NETHERLANDS,Medium,Hybrid,"python, tensorflow, tableau, azure",Associate,18,15-03-2024,25-04-2024,Cognitive Computing,Telecommunications,9
Machine Learning Engineer,77121,Entry-Level,Freelance,ISRAEL,Large,Fully remote,"sql, azure, pytorch",Associate,1,06-10-2024,18-12-2024,Predictive Systems,Consulting,6.9
Ml Ops Engineer,52575,Mid-Level,Freelance,CHINA,Large,Hybrid,"hadoop, git, python, kubernetes",Bachelor,4,23-01-2025,16-03-2025,Machine Intelligence Group,Finance,9.7
Autonomous Systems Engineer,86907,Senior-Level,Contract,AUSTRIA,Small,Fully remote,"spark, data visualization, aws, r",Associate,6,18-01-2024,11-03-2024,Advanced Robotics,Retail,7.3
Computer Vision Engineer,148771,Senior-Level,Contract,GERMANY,Medium,on-site,"spark, kubernetes, deep learning",Associate,6,12-02-2025,26-02-2025,Autonomous Tech,Retail,9.4
Deep Learning Engineer,124742,Senior-Level,Freelance,NETHERLANDS,Large,on-site,"python, scala, linux, tableau, tensorflow",Bachelor,7,13-11-2024,07-01-2025,Cognitive Computing,Media,5.2
Ai Specialist,80538,Mid-Level,Part-Time,SWEDEN,Medium,on-site,"hadoop, azure, computer vision, sql, r",Bachelor,3,26-05-2024,25-07-2024,TechCorp Inc,Manufacturing,7.4
Deep Learning Engineer,261998,Executive-Level,Full-Time,SWITZERLAND,Small,on-site,"nlp, r, computer vision, python, azure",Bachelor,13,21-01-2024,29-03-2024,Future Systems,Energy,8.6
Data Scientist,161380,Executive-Level,Full-Time,JAPAN,Medium,on-site,"python, scala, computer vision, hadoop",Master,13,14-05-2024,26-06-2024,Digital Transformation LLC,Media,6.2
Research Scientist,114449,Senior-Level,Part-Time,IRELAND,Small,on-site,"scala, git, sql, nlp",PhD,8,22-04-2024,30-06-2024,Autonomous Tech,Telecommunications,7.6
Robotics Engineer,65542,Entry-Level,Full-Time,AUSTRALIA,Medium,on-site,"java, deep learning, pytorch, data visualization, tableau",Associate,1,29-06-2024,01-09-2024,Predictive Systems,Education,7
Machine Learning Researcher,177905,Executive-Level,Contract,JAPAN,Medium,Fully remote,"kubernetes, sql, deep learning",Bachelor,10,12-01-2024,07-03-2024,Cloud AI Solutions,Transportation,9.9
Nlp Engineer,89958,Entry-Level,Freelance,SINGAPORE,Large,on-site,"java, docker, deep learning",Bachelor,1,04-01-2025,08-03-2025,AI Innovations,Automotive,7.6
Data Scientist,50166,Entry-Level,Contract,SOUTH KOREA,Small,Fully remote,"deep learning, r, mlops, tableau, scala",Associate,0,20-09-2024,21-11-2024,Cognitive Computing,Automotive,6.3
Research Scientist,153548,Mid-Level,Full-Time,DENMARK,Large,Hybrid,"statistics, spark, sql",PhD,3,03-12-2024,01-01-2025,Neural Networks Co,Manufacturing,6
Ai Research Scientist,199709,Senior-Level,Contract,SWITZERLAND,Medium,Fully remote,"gcp, r, nlp, deep learning",Associate,9,29-09-2024,07-11-2024,Digital Transformation LLC,Consulting,5.7
Research Scientist,106748,Senior-Level,Part-Time,SOUTH KOREA,Medium,Hybrid,"scala, kubernetes, sql, nlp",Associate,5,11-08-2024,05-10-2024,Predictive Systems,Finance,5.7
Ai Consultant,164745,Senior-Level,Part-Time,SWITZERLAND,Small,Fully remote,"computer vision, nlp, kubernetes, scala, java",Associate,6,08-04-2024,09-05-2024,Cloud AI Solutions,Consulting,7.6
Principal Data Scientist,74190,Mid-Level,Freelance,AUSTRIA,Small,on-site,"java, pytorch, docker, computer vision, gcp",Associate,4,10-06-2024,28-06-2024,Digital Transformation LLC,Energy,9.9
Ai Specialist,77889,Entry-Level,Full-Time,NETHERLANDS,Large,Fully remote,"linux, mathematics, mlops",Associate,1,29-05-2024,24-07-2024,Autonomous Tech,Transportation,6.5
Autonomous Systems Engineer,172285,Executive-Level,Part-Time,AUSTRIA,Small,Fully remote,"python, java, git, aws, tensorflow",Master,10,20-05-2024,15-07-2024,Machine Intelligence Group,Automotive,7.6
Robotics Engineer,192684,Executive-Level,Freelance,JAPAN,Small,Fully remote,"mathematics, tensorflow, deep learning, git, spark",Associate,17,02-04-2024,25-05-2024,Advanced Robotics,Manufacturing,5.2
Machine Learning Engineer,62085,Senior-Level,Part-Time,CHINA,Large,Hybrid,"nlp, pytorch, kubernetes, linux, sql",Bachelor,6,25-11-2024,24-01-2025,AI Innovations,Technology,9.1
Autonomous Systems Engineer,70641,Senior-Level,Full-Time,CHINA,Medium,Hybrid,"statistics, r, python, git",Master,9,10-02-2024,13-03-2024,Neural Networks Co,Retail,9.9
Deep Learning Engineer,57845,Entry-Level,Contract,AUSTRALIA,Small,Hybrid,"statistics, python, pytorch, r, spark",Associate,1,19-04-2025,15-05-2025,Quantum Computing Inc,Technology,5.4
Deep Learning Engineer,70641,Executive-Level,Part-Time,INDIA,Small,on-site,"statistics, tableau, r, spark, gcp",Associate,18,30-10-2024,19-11-2024,Autonomous Tech,Government,9.6
Nlp Engineer,266056,Executive-Level,Freelance,SINGAPORE,Large,Hybrid,"sql, pytorch, nlp, python",Associate,13,02-02-2024,01-03-2024,Digital Transformation LLC,Transportation,9.8
Ai Software Engineer,39810,Mid-Level,Part-Time,CHINA,Large,Fully remote,"pytorch, spark, data visualization, kubernetes",Master,3,30-10-2024,17-12-2024,Algorithmic Solutions,Telecommunications,7.4
Ml Ops Engineer,46834,Mid-Level,Full-Time,CHINA,Large,on-site,"git, gcp, aws, mathematics",Bachelor,3,30-06-2024,02-08-2024,AI Innovations,Media,7.2
Autonomous Systems Engineer,151336,Senior-Level,Full-Time,UNITED KINGDOM,Large,Fully remote,"kubernetes, python, scala, gcp",Bachelor,7,26-03-2025,16-04-2025,Cloud AI Solutions,Technology,7.3
Ai Consultant,76149,Entry-Level,Part-Time,AUSTRIA,Large,on-site,"linux, hadoop, statistics, scala, mathematics",PhD,0,08-04-2025,09-06-2025,Cognitive Computing,Technology,9.7
Ai Specialist,132231,Executive-Level,Part-Time,ISRAEL,Small,Fully remote,"tableau, python, tensorflow",Master,11,20-09-2024,24-11-2024,Cognitive Computing,Automotive,6.7
Ai Consultant,163387,Senior-Level,Contract,DENMARK,Medium,Hybrid,"r, aws, git, data visualization",Bachelor,7,19-08-2024,30-10-2024,DataVision Ltd,Transportation,5.8
Deep Learning Engineer,63017,Entry-Level,Contract,SINGAPORE,Medium,Hybrid,"spark, python, java, docker, scala",Associate,1,10-12-2024,10-02-2025,Predictive Systems,Media,5.3
Nlp Engineer,33704,Mid-Level,Full-Time,INDIA,Small,on-site,"java, python, mathematics, git",PhD,4,13-10-2024,18-12-2024,Smart Analytics,Technology,9.6
Nlp Engineer,199909,Executive-Level,Contract,FINLAND,Medium,Fully remote,"spark, git, linux, statistics",Master,10,31-08-2024,21-09-2024,Future Systems,Technology,7.7
Ai Specialist,109037,Mid-Level,Part-Time,UNITED STATES,Medium,on-site,"kubernetes, python, pytorch",PhD,2,29-04-2024,25-06-2024,Algorithmic Solutions,Consulting,6.3
Data Analyst,79918,Entry-Level,Full-Time,FRANCE,Large,Hybrid,"spark, computer vision, aws, sql",Associate,0,12-03-2024,05-04-2024,DataVision Ltd,Gaming,6.6
Data Analyst,140756,Executive-Level,Contract,AUSTRIA,Small,Hybrid,"mlops, python, tableau",PhD,12,06-03-2025,28-03-2025,Autonomous Tech,Education,5.1
Research Scientist,193092,Executive-Level,Contract,CANADA,Small,on-site,"scala, git, data visualization, mathematics, tableau",Associate,14,29-10-2024,12-11-2024,Quantum Computing Inc,Automotive,9.2
Head Of Ai,152328,Mid-Level,Full-Time,NORWAY,Large,Hybrid,"java, python, aws",Associate,4,09-10-2024,07-12-2024,Advanced Robotics,Healthcare,6.3
Nlp Engineer,115808,Mid-Level,Freelance,NORWAY,Large,Fully remote,"python, tensorflow, mathematics, scala",Bachelor,3,27-03-2024,29-04-2024,Cognitive Computing,Telecommunications,7.4
Head Of Ai,123117,Senior-Level,Contract,AUSTRIA,Small,Hybrid,"git, aws, docker",Bachelor,6,14-01-2025,02-03-2025,DataVision Ltd,Automotive,6.4
Ai Architect,48031,Entry-Level,Contract,ISRAEL,Small,Fully remote,"pytorch, mathematics, mlops, sql, deep learning",PhD,1,15-05-2024,08-06-2024,DeepTech Ventures,Automotive,6.9
Research Scientist,267720,Executive-Level,Freelance,UNITED STATES,Small,Fully remote,"tableau, scala, hadoop, sql, kubernetes",Master,16,19-07-2024,30-08-2024,Neural Networks Co,Technology,9.6
Head Of Ai,130274,Senior-Level,Full-Time,JAPAN,Large,Hybrid,"sql, docker, pytorch, git",Master,5,21-04-2025,04-06-2025,Neural Networks Co,Government,5.6
Deep Learning Engineer,217100,Senior-Level,Contract,NORWAY,Large,on-site,"java, computer vision, sql, nlp, linux",Master,9,08-03-2025,15-04-2025,Autonomous Tech,Retail,5.2
Ai Software Engineer,69518,Entry-Level,Full-Time,DENMARK,Small,Fully remote,"nlp, sql, linux, scala",Bachelor,1,09-03-2024,25-03-2024,Cognitive Computing,Education,7.4
Ai Specialist,149647,Executive-Level,Freelance,CANADA,Small,on-site,"spark, sql, python, computer vision",Associate,14,12-03-2025,15-05-2025,Digital Transformation LLC,Finance,9.2
Nlp Engineer,56185,Entry-Level,Part-Time,SINGAPORE,Small,Hybrid,"kubernetes, data visualization, python, tensorflow, gcp",Bachelor,1,11-04-2025,10-06-2025,Future Systems,Transportation,5.2
Head Of Ai,47695,Entry-Level,Full-Time,SWEDEN,Small,Hybrid,"spark, kubernetes, nlp, tensorflow, deep learning",PhD,0,14-01-2024,24-02-2024,DeepTech Ventures,Gaming,7.9
Ai Specialist,100301,Senior-Level,Part-Time,GERMANY,Small,Hybrid,"hadoop, kubernetes, scala, computer vision",PhD,7,17-07-2024,31-08-2024,Quantum Computing Inc,Retail,9.4
Machine Learning Engineer,66736,Mid-Level,Freelance,SOUTH KOREA,Medium,Fully remote,"linux, kubernetes, data visualization, hadoop, computer vision",PhD,4,25-08-2024,20-09-2024,Future Systems,Gaming,5.8
Principal Data Scientist,71795,Entry-Level,Freelance,JAPAN,Large,Hybrid,"sql, pytorch, tensorflow, azure",PhD,1,21-03-2024,26-04-2024,Cognitive Computing,Government,5.4
Ml Ops Engineer,40743,Mid-Level,Full-Time,CHINA,Medium,Hybrid,"sql, pytorch, data visualization, scala",PhD,4,01-05-2024,09-06-2024,Quantum Computing Inc,Consulting,5.2
Deep Learning Engineer,50361,Entry-Level,Full-Time,FRANCE,Medium,Fully remote,"linux, sql, hadoop, python, computer vision",Bachelor,1,02-09-2024,25-09-2024,Algorithmic Solutions,Media,7.3
Computer Vision Engineer,25504,Entry-Level,Contract,INDIA,Small,Fully remote,"python, deep learning, nlp, mathematics, spark",Master,0,01-12-2024,31-01-2025,Algorithmic Solutions,Manufacturing,6.5
Robotics Engineer,100549,Senior-Level,Full-Time,SOUTH KOREA,Small,Hybrid,"kubernetes, statistics, spark",Master,5,23-07-2024,25-09-2024,Autonomous Tech,Healthcare,8.2
Machine Learning Engineer,96451,Senior-Level,Part-Time,AUSTRIA,Small,Hybrid,"deep learning, git, python",Master,7,23-12-2024,16-02-2025,Quantum Computing Inc,Transportation,7.9
Nlp Engineer,94478,Senior-Level,Freelance,SWEDEN,Small,on-site,"data visualization, computer vision, kubernetes",Bachelor,9,18-04-2024,14-06-2024,Autonomous Tech,Media,8.3
Data Analyst,69250,Entry-Level,Contract,NETHERLANDS,Small,Fully remote,"linux, pytorch, r, java, git",Master,1,17-01-2025,05-03-2025,DataVision Ltd,Automotive,5.7
Data Analyst,99816,Mid-Level,Contract,IRELAND,Large,Fully remote,"docker, python, mlops, linux, tensorflow",PhD,2,29-02-2024,10-04-2024,Advanced Robotics,Retail,9.9
Data Scientist,151190,Senior-Level,Freelance,SWEDEN,Medium,Fully remote,"kubernetes, hadoop, scala",Bachelor,7,24-04-2024,23-05-2024,Algorithmic Solutions,Automotive,9.2
Principal Data Scientist,234904,Executive-Level,Part-Time,JAPAN,Small,Hybrid,"kubernetes, data visualization, spark, docker",PhD,15,03-08-2024,25-09-2024,Autonomous Tech,Manufacturing,9.6
Ai Architect,100583,Entry-Level,Contract,SWITZERLAND,Large,Fully remote,"computer vision, aws, scala",Bachelor,1,11-05-2024,03-07-2024,DeepTech Ventures,Government,8
Head Of Ai,193990,Executive-Level,Part-Time,UNITED STATES,Large,on-site,"python, kubernetes, tableau",Associate,15,25-12-2024,03-03-2025,Digital Transformation LLC,Consulting,8.8
Ai Product Manager,138206,Senior-Level,Freelance,FRANCE,Large,Fully remote,"statistics, pytorch, computer vision, mathematics, tensorflow",Associate,7,24-03-2025,05-05-2025,Neural Networks Co,Education,8.5
Data Analyst,130833,Senior-Level,Part-Time,AUSTRALIA,Medium,Hybrid,"git, scala, tensorflow, aws, r",Associate,6,06-12-2024,08-02-2025,DataVision Ltd,Telecommunications,6.7
Data Scientist,178524,Senior-Level,Part-Time,DENMARK,Medium,Hybrid,"python, azure, tableau, hadoop",PhD,9,31-01-2024,14-03-2024,Quantum Computing Inc,Healthcare,7
Nlp Engineer,58009,Entry-Level,Full-Time,SOUTH KOREA,Small,on-site,"data visualization, git, hadoop, sql",PhD,0,12-04-2024,18-05-2024,Predictive Systems,Finance,9.2
Autonomous Systems Engineer,51134,Mid-Level,Contract,CHINA,Large,Fully remote,"tensorflow, statistics, deep learning",Bachelor,2,22-09-2024,21-11-2024,Future Systems,Education,9
Data Engineer,121528,Senior-Level,Full-Time,GERMANY,Medium,Fully remote,"tensorflow, kubernetes, computer vision, tableau, data visualization",Associate,7,03-04-2025,07-06-2025,Advanced Robotics,Energy,5.6
Nlp Engineer,161005,Senior-Level,Contract,ISRAEL,Large,Hybrid,"spark, pytorch, tableau",Bachelor,8,14-09-2024,22-10-2024,DeepTech Ventures,Transportation,8.4
Head Of Ai,172723,Executive-Level,Freelance,UNITED KINGDOM,Medium,Hybrid,"sql, git, pytorch, linux, data visualization",Bachelor,11,12-03-2024,19-05-2024,Advanced Robotics,Media,8.2
Ai Consultant,124515,Executive-Level,Contract,AUSTRIA,Small,Fully remote,"docker, linux, data visualization, sql",PhD,13,24-02-2025,06-05-2025,Cloud AI Solutions,Transportation,6.2
Ai Research Scientist,80001,Entry-Level,Contract,CANADA,Large,on-site,"docker, kubernetes, spark",Bachelor,1,19-01-2024,02-02-2024,Neural Networks Co,Manufacturing,6
Ml Ops Engineer,106148,Senior-Level,Contract,NETHERLANDS,Small,on-site,"sql, tensorflow, hadoop",Master,8,05-12-2024,10-02-2025,Cognitive Computing,Education,5.4
Computer Vision Engineer,88162,Mid-Level,Freelance,FRANCE,Medium,Hybrid,"data visualization, scala, gcp, python, pytorch",Master,2,16-04-2025,29-05-2025,DeepTech Ventures,Real Estate,5.3
Principal Data Scientist,80965,Mid-Level,Contract,ISRAEL,Small,on-site,"tableau, linux, azure",Master,3,16-03-2025,03-04-2025,Predictive Systems,Gaming,6
Ai Software Engineer,102591,Mid-Level,Freelance,SWEDEN,Large,Hybrid,"docker, sql, hadoop, pytorch",Bachelor,3,14-06-2024,17-07-2024,Autonomous Tech,Real Estate,6.2
Data Analyst,83458,Entry-Level,Freelance,CANADA,Large,on-site,"mathematics, kubernetes, mlops, hadoop",Bachelor,0,14-06-2024,21-08-2024,Quantum Computing Inc,Consulting,6.3
Machine Learning Engineer,131559,Senior-Level,Contract,GERMANY,Small,on-site,"hadoop, linux, docker",PhD,5,12-01-2024,25-02-2024,Predictive Systems,Transportation,8.8
Robotics Engineer,103944,Mid-Level,Full-Time,FINLAND,Medium,Fully remote,"linux, mlops, computer vision",PhD,2,04-10-2024,14-12-2024,Smart Analytics,Government,5.1
Ai Specialist,92612,Executive-Level,Freelance,CHINA,Small,on-site,"java, kubernetes, python, git",Bachelor,18,05-12-2024,02-02-2025,Autonomous Tech,Consulting,8.7
Ai Product Manager,91367,Senior-Level,Part-Time,SOUTH KOREA,Medium,Fully remote,"azure, tensorflow, tableau, hadoop",Master,5,16-03-2024,04-05-2024,TechCorp Inc,Healthcare,9.8
Deep Learning Engineer,102393,Entry-Level,Freelance,SWITZERLAND,Large,Fully remote,"azure, deep learning, linux, tableau, sql",PhD,1,29-04-2025,12-06-2025,Digital Transformation LLC,Consulting,7.9
Computer Vision Engineer,126897,Executive-Level,Part-Time,AUSTRIA,Small,Hybrid,"python, sql, linux",Bachelor,17,30-07-2024,21-08-2024,Future Systems,Transportation,9.9
Deep Learning Engineer,49677,Entry-Level,Freelance,ISRAEL,Small,Hybrid,"tableau, docker, kubernetes, scala, deep learning",Bachelor,0,04-07-2024,30-08-2024,DataVision Ltd,Manufacturing,9.4
Data Scientist,220260,Executive-Level,Full-Time,SWEDEN,Small,Fully remote,"data visualization, tensorflow, java, docker",Master,19,24-06-2024,24-08-2024,Autonomous Tech,Real Estate,5.8
Nlp Engineer,124924,Senior-Level,Freelance,SOUTH KOREA,Medium,Hybrid,"linux, sql, pytorch",Master,6,13-11-2024,11-12-2024,Machine Intelligence Group,Consulting,8.4
Autonomous Systems Engineer,221162,Senior-Level,Full-Time,DENMARK,Large,Fully remote,"pytorch, scala, tensorflow",PhD,8,18-07-2024,24-09-2024,Predictive Systems,Government,9.6
Deep Learning Engineer,68143,Entry-Level,Full-Time,FRANCE,Small,Fully remote,"scala, tensorflow, azure, mathematics",PhD,0,07-06-2024,28-06-2024,DataVision Ltd,Energy,7.4
Machine Learning Engineer,139571,Mid-Level,Freelance,DENMARK,Large,on-site,"kubernetes, spark, pytorch, docker, aws",Associate,2,23-03-2024,26-05-2024,Advanced Robotics,Healthcare,8.7
Data Analyst,75216,Mid-Level,Contract,AUSTRIA,Medium,Hybrid,"scala, sql, pytorch",Associate,4,30-05-2024,04-08-2024,TechCorp Inc,Education,5.5
Data Scientist,185001,Executive-Level,Contract,DENMARK,Small,Fully remote,"mathematics, python, nlp",Bachelor,16,16-01-2025,25-03-2025,Smart Analytics,Gaming,8
Ai Software Engineer,92328,Mid-Level,Contract,JAPAN,Large,Hybrid,"python, gcp, docker, data visualization, linux",Master,2,28-01-2024,10-04-2024,Predictive Systems,Gaming,8.2
Ai Product Manager,100927,Mid-Level,Full-Time,DENMARK,Small,Hybrid,"docker, tableau, python, linux, mathematics",Bachelor,4,20-03-2025,04-04-2025,AI Innovations,Energy,8.1
